"","id","nps","satisfaction","intention","explication","NbPassageKS","CaTicket","t"
"377",75948,10,9,10,"comme beaucoup de personnes à qui j'en parle, j'appécie la très grande qualité des plantes et le choix  important pour toujours trouver plus ou moins ce que l'on cherche...par contre les prix sont parfois prohibitifs, en particulier pour les pots.",5,78.42,13
"378",75983,8,9,9,NA,8,124.75,10
"379",76960,10,8,8,"pas reçu de bon ? Suite à votre demande, nous avons remises à jour les informations manquantes à votre compte. Nous vous invitons donc à renouveler votre connexion avec ces données dans 48h. De plus, nous avons pris soin de rééditer les bons d'achat",13,53.95,13
"380",77264,10,10,10,NA,17,96.17,13
"381",77864,9,10,10,NA,9,27.2,8
"382",77985,10,10,10,"essayez de varier les fleurs proposées toujours les mêmes espèces et les mêmes couleurs Etonnez nous !",13,3.5,9
"383",78456,7,9,8,"DOMMAGE QUE SUITE A MON ACHAT DE 2600 EUROS LES FRAIS DE LIVRAISON NE SOIT PAS GRATUITS botanic n'est pas un magasin bon marché donc CELA POURRAIT CONTRIBUER A UN AVANTAGE  merci",30,5.4,13
"384",78530,10,9,10,NA,2,71.82,10
"385",78616,9,9,9,NA,19,103.85,8
"386",78653,10,10,10,"o.k.",31,16.4,10
"387",78690,9,9,9,NA,6,200.75,13
"388",78701,7,7,8,"ce serait bien d'avoir la possibilit‚ de faire venir un conseiller chez soi pour les traitements particuliers",5,51.3,10
"389",78719,8,8,10,NA,6,67.42,11
"390",79129,7,6,8,NA,6,9.98,13
"391",79513,6,6,6,NA,18,19.95,8
"392",79695,8,8,9,"Bonne ‚volution du magasin et des vendeurs.",13,109.66,10
"393",79768,5,10,10,NA,15,61.9,10
"394",79774,10,10,10,NA,29,129.08,13
"395",79791,7,8,9,NA,8,6.6,13
"396",79798,8,8,8,NA,15,55.89,13
"397",79960,10,10,10,"les prix ne sont pas toujours bien indiqués sur les articles",12,31.57,13
"398",80172,10,9,10,NA,17,22.12,13
"399",80213,10,10,10,NA,11,69.4,9
"400",80339,7,8,8,NA,10,67.65,10
"401",80369,7,6,7,NA,6,52.05,10
"402",80434,10,10,10,NA,41,9.15,14
"403",80961,9,10,9,"présenter les pots décoratifs avec une protection car acheter un pot environ 100 ? et s'apercevoir qu'il a des rayures : ça n'est j'mais agréable surtout lorsqu'il s'agit d'un cadeau.",6,6.35,9
"404",81267,10,10,10,NA,19,166.86,9
"405",81462,8,8,8,NA,10,93.01,13
"406",81513,10,9,10,NA,15,85.45,10
"407",81588,8,7,8,NA,2,52,13
"408",81648,1,5,1,"Tjrs des soucis de tarifs en caisse qui ne correspondent pas aux tarifs affiches , encore ce jour sur de la moutarde miel ortie",3,49.17,8
"409",81677,10,10,10,NA,2,64.7,10
"410",82242,9,8,9,NA,8,18.15,9
"411",82582,6,6,8,NA,23,55.78,13
"412",82721,9,5,9,NA,3,31.52,10
"413",82754,10,9,10,"satisfait",15,22.17,13
"414",82830,10,8,10,NA,16,38.9,8
"415",82997,10,8,10,"Nous fréquentons votre Magasin depuis très longtemps et sommes satisfaits dans l'ensemble de vos produits et de votre Personnel, toujours souriant. Merci. Denise Palomo",4,47.9,9
"416",83103,8,10,10,NA,5,28.5,13
"417",83300,9,9,9,NA,20,30.5,13
"418",83548,10,7,10,NA,21,73.7,14
"419",83927,10,10,10,NA,3,21.9,9
"420",83975,10,10,10,"les automobilistes ne respectent pas tous, les flèches de sens de circulation pour sortir du parking et c'est très dangereux ou désagréable.....",9,28.47,13
"421",84001,10,10,10,NA,22,76.38,7
"422",84190,10,8,10,NA,7,85.66,9
"423",84376,7,9,7,"Sur le magasin Botanic de Saint-Mitre les remparts: Très bon accueil, personnel compétent et choix excellents...Une seule remarque vos produits sont très chers...hélas! Salutations!",1,61.35,9
"424",84580,10,10,10,NA,10,102.2,13
"425",84853,10,10,10,NA,15,133.48,8
"426",84886,10,8,10,NA,9,79.95,9
"427",84887,9,9,9,NA,3,17.4,9
"428",85396,10,10,10,NA,12,12.96,9
"429",85601,9,8,9,"Augmenter le nombre de chariots/caddies car devant l'affluence il devient de plus en plus fréquent de ne plus en trouver  ne pas encombrer les allées, difficile de circuler avec de lourds chariots alors que le magasin est très fréquent‚",8,142.3,8
"430",86321,9,9,10,NA,16,88.13,14
"431",86350,9,9,9,"MANQUE DE PERSONNEL LE DIMANCHE",2,821.03,9
"432",86388,10,8,9,"Un peu plus d'explications écrites sur les plantes (arrosage, engrais...), et sur la plantation à l'extérieur ou mettre telle plante ... Un grand tableau récapitulatif serait intéressant, malgré les vendeurs pros sont souvent occupes mais sympas",15,41.33,8
"433",86993,7,7,7,NA,1,20.8,13
"434",87200,5,6,6,"Un choix plus important concernant les plantes et fleurs d'extérieur serait appréciables.",5,189.51,9
"435",87257,10,10,10,NA,8,25.7,9
"436",87317,9,9,9,NA,21,58.73,9
"437",87335,10,10,10,NA,10,54.68,10
"438",87347,10,10,10,NA,23,83.5,13
"439",87372,5,6,5,NA,26,155.5,13
"440",87416,10,10,10,NA,19,78.65,8
"441",87529,10,10,10,NA,16,142,8
"442",87909,8,8,8,NA,16,11.25,13
"443",88096,10,10,10,"Attention, parfois en été vous vendez des salades qui ont commencées à monter et les novices en jardinage ce laisse prendre.",26,83.26,13
"444",88586,8,8,7,NA,6,79.75,13
"445",88700,10,9,10,NA,17,26.65,13
"446",89006,8,7,10,NA,10,35.79,10
"447",89329,8,8,8,"jeappécie la gentillesse de votre personnel , sans oublier les caissières ...",70,32.85,9
"448",89358,10,7,10,"Nous trouvons que vos prix ont augmenté, surtout sur les plantes des jardins.",9,63.54,13
"449",89673,10,8,10,NA,9,51.9,12
"450",89997,10,10,10,NA,6,11.85,9
"451",90075,9,8,9,NA,10,16.46,12
"452",90116,10,10,10,NA,16,41.23,8
"453",90357,9,5,9,NA,6,106.8,12
"454",90422,10,10,10,NA,3,63.26,9
"455",90584,7,6,7,NA,15,5.02,9
"456",90791,6,7,7,"Un endroit ou on peut prendre un caf‚ avec des amis serait bien.  L'amènagement de l'espace avant (qui a disparu) n'était ni acceuillant ni confortable. Un petit saut en Angleterre afin de regarder ce que font les jardineries vous donnerait des idées",5,121.59,13
"457",91005,10,8,10,NA,7,17.63,9
"458",91431,9,7,8,NA,23,9.16,8
"459",91464,8,8,8,NA,8,9.98,9
"460",91551,10,9,9,NA,5,113.55,8
"461",91963,10,10,10,NA,21,14.84,13
"462",92043,10,10,10,NA,34,71.62,9
"463",92235,8,7,10,NA,50,123.1,13
"464",92538,9,10,10,NA,4,39.75,9
"465",92562,10,10,10,NA,25,22,13
"466",92648,10,8,10,NA,25,89.2,9
"467",92884,8,9,7,"La seule chose qui a changé et que je ne trouve pas idéal, c'est d'être obligé de faire le tour complet du magasin pour arriver aux caisses. Botanic a suivi le principe de plusieurs magasins, mais je comprends très bien le but.....",8,17.95,10
"468",92934,9,9,9,"faire en sorte que les petites plantes fleuries à mettre en terre tiennent mieux; peut être faut il les acclimater avant la vente ?",18,10.95,9
"469",92937,10,10,9,NA,6,27.95,8
"470",93038,10,10,10,NA,2,77,9
"471",93171,10,8,10,NA,11,24.2,9
"472",93241,10,10,10,NA,8,10.25,9
"473",93706,9,9,9,"non",5,68.16,10
"474",93968,10,10,10,NA,16,56.2,8
"475",94506,10,10,10,NA,15,82.51,13
"476",94595,10,9,10,"produits de qualité et bons conseils des vendeurs",2,706.5,9
"477",94862,10,10,10,NA,12,817.05,13
"478",94988,9,10,10,NA,4,58.08,9
"479",95228,10,10,10,NA,16,30.8,9
"480",95240,7,7,8,NA,10,32.24,9
"481",95449,9,9,10,NA,9,25.95,9
"482",95673,8,8,8,NA,7,19.8,9
"483",95771,9,8,10,NA,2,148.69,9
"484",96545,9,9,9,NA,18,77.88,9
"485",96785,3,5,5,"Far too expensive comparing to other shops. The same articles can be even 100% more expensive (St Genis). Where are the limits ?",26,64.23,12
"486",96973,5,5,5,NA,7,39.25,9
"487",97083,10,9,10,"jesuis une inconditionnelle !",10,12.95,8
"488",97591,10,10,10,"Super magasin agrandi, mais on est perdu on a plus nos repères il faudra y revenir souvent pour tout découvrir.",4,15,9
"489",98014,10,10,10,NA,24,106.41,11
"490",98113,10,9,10,NA,2,146.37,9
"491",98181,10,7,10,"Il n'a pas assez de personnes pour vous répondre lorsque vous avez des questions",1,198.01,11
"492",98283,10,9,10,NA,10,18.95,11
"493",98341,8,8,8,NA,8,20,9
"494",99132,10,10,10,NA,17,67.8,8
"495",99169,10,10,9,NA,4,45.34,9
"496",99311,8,7,9,NA,28,81.38,9
"497",99381,10,9,10,"files d'attente aux caisses mal g‚r‚es proposer des cartons d'emballage gratuits proposer des cabas pour faire les achats (que des gros chatiots)",6,41.1,9
"498",99478,10,10,10,"Le personnel est toujours compétent & sympathique",5,92,9
"499",99754,9,8,9,NA,9,3.2,9
"500",100185,8,9,10,NA,14,105.84,9
"501",100520,8,7,8,NA,1,93.52,8
"502",100542,NA,6,NA,NA,9,27.44,9
"503",100545,10,10,10,"continuez dans le magasin à être aussi à l'écoute de vos client, et il ni aura pas de problème",17,16.33,9
"504",101194,10,10,10,NA,30,9.99,9
"505",101235,6,6,6,NA,35,74.9,9
"506",101426,8,7,8,NA,2,92.88,9
"507",101477,8,5,10,NA,6,79.05,9
"508",101658,10,10,10,NA,41,30.7,9
"509",101825,10,8,10,"ce magasin me plais beaucoup et le personnel est très accueillant",18,24.6,9
"510",102093,8,7,10,"j'aimerais avoir un plus grand choix au niveau des jardinières et pots ,merci",8,70.73,9
"511",102312,9,9,9,"Cessez de nous faire payer votre carte de fidélité, nous sommes captifs de votre marque vous n'avez pas à faire payer, d'ailleurs la réduction sur mes achats a été ""mangée"" par cette cotisation abusive . cordialement",4,59.37,9
"512",102592,8,9,8,NA,1,183.81,9
"513",102851,9,8,9,NA,22,17.15,9
"514",103532,10,10,10,NA,4,22.4,9
"515",103809,9,10,10,NA,19,30.04,10
"516",103851,10,9,10,NA,11,19.72,9
"517",104001,10,8,10,"File d'attente à la caisse. Ne serait-il pas possible d'ouvrir d'autres caisses aux heures de pointe ?",2,80.76,9
"518",104065,7,5,5,"j'ai une carte botanique malheureusement j'ai perdu mon bon de réduction -10 % ....vous ne voulez rien savoir ! Vs pourriez en caisse voir si on a profit‚ de cette remise !bref tout est ‚lectronique fiche : donc c est pas très commerçant de votre par",6,104.45,9
"519",104374,5,3,7,"jeme suis rendu au magasin pour faire jouer la garantie sur un produit acheté l'année dernière. La personne chargée du rayon concernée introuvable pendant un quart d'heure. Aucune excuse, pas de bonjour à son arrivée. Navrant !",13,29.95,9
"520",104443,6,5,6,"Explications pour arbustes manquantes ou sur certaines plantes",6,66.9,9
"521",105065,9,8,10,"On se sent bien chez vous et c'est avec grand plaisir que l'on se promène dans les allées.",10,75.46,9
"522",105537,9,8,10,"les horaires affichés en bordure de rue ne correspondent pas à ceux plac‚s à l'entrée du magasin !",5,60.99,9
"523",105714,8,4,10,NA,17,1112.19,9
"524",105906,10,9,10,NA,44,29.44,9
"525",106373,10,10,10,NA,12,107.72,9
"526",106383,10,7,10,NA,8,217.29,9
"527",106922,8,6,9,"augmenter le choix de plantes vivaces ""ombre"" avoir quelques produits insecticides ou fongicides plus performents",4,2.99,9
"528",106938,10,10,10,NA,8,26.25,9
"529",107071,9,7,9,"Les journées du vendredi à 15 pour cent, pourquoi ne pas l'étendre au samedi également.",4,8.5,12
"530",107159,9,9,10,NA,17,36.25,9
"531",107285,10,9,10,NA,12,87.29,9
"532",107347,10,9,10,"Vos prix sont élevés.",21,45.69,9
"533",107838,9,9,9,"le magasin botanic est très agréable. Le personnel dit toujours bonjour tout en étant très  disponible",3,76.43,9
"534",108200,9,8,8,"jereprendrai bien la carte Botanic pour avoir des avantages mais jela trouve trop chère à mon go–t faites donc un geste commercial pour une cliente fidèle",1,120.98,9
"535",108366,6,7,7,"Les prix sont de plus en plus élevés chez BOTANIC. Le BIO c'est bien mais bonjour la hausse des prix...",6,20.93,9
"536",108471,8,8,8,NA,14,13.95,9
"537",108795,10,10,10,NA,11,55.67,9
"538",109181,10,9,10,NA,6,189.37,9
"539",109308,10,8,10,NA,11,67.33,9
"540",109513,8,7,8,"UN PEU PLUS DE CONSIDERATION POUR LE CLIENT.LE PERSONNEL , POUR LA PLUPART , EST PEU AIMABLE ET PEU SERVIABLE.",14,128.4,8
"541",109523,10,9,10,NA,11,52.75,9
"542",109546,6,8,9,NA,32,50.32,9
"543",109854,10,8,10,NA,5,37.77,9
"544",109999,8,8,10,NA,5,69,9
"545",110224,6,7,7,NA,2,120.48,9
"546",110294,10,9,10,NA,18,95.84,9
"547",110629,7,7,7,NA,10,15.99,8
"548",111260,7,6,8,NA,3,115.6,9
"549",111414,8,7,9,"remettre en oeuvre la prise en compte imm‚diate en caisse des points lors de l'oubli de la carte fidelit‚",20,140.94,12
"550",111622,10,10,10,NA,11,32.07,9
"551",111842,7,8,7,NA,4,92.21,9
"552",111872,8,8,10,NA,7,9.95,9
"553",112698,10,9,10,"Botanic Nancy Houdemont est un magasin propre, bien achalandé, ou jetrouve l'alimentation pour mon chien ainsi que tout pour mon jardin. Le personnel et à l'écoute et très sympatique",7,116.07,9
"554",112908,9,7,9,NA,2,76.9,9
"555",113028,10,8,10,NA,6,74.43,9
"556",113347,10,10,10,NA,10,90.48,9
"557",113688,8,8,8,NA,1,139.95,9
"558",114871,10,10,10,NA,8,60.45,9
"559",115189,10,10,10,NA,9,23.2,8
"560",115650,9,8,10,NA,7,62.05,9
"561",115857,9,8,10,"Les magasins ferment trop tôt en province (89)",4,53.7,9
"562",116455,8,8,8,NA,5,54.17,9
"563",116479,10,10,10,NA,9,94.1,9
"564",116545,9,9,9,"j'ai eu dernièrement un bon de réduction de 15% sur les achats effectu‚s le 28 mars. Or j'étais absente ce jour-là donc jen'ai pas pu profiter de la réduction. Vous devriez proposer des réductions valables pendant un jour à choisir dans une semaine.",6,50.25,8
"565",116759,5,10,1,NA,16,102.1,8
"566",116952,10,10,10,"L'accueil est excellent et la compétence du personnel très appréciables.A noter particulièrement celle de Laurent,responsable du rayon animalerie et de la ""responsable""du magasin.Le personnel de caisse est également très agréable.",13,57.7,9
"567",117603,8,8,9,NA,4,77.39,9
"568",117673,8,8,8,NA,2,127.48,9
"569",118155,7,5,9,NA,9,27.3,9
"570",118170,9,9,9,NA,4,106.2,9
"571",118460,7,7,8,NA,11,128.94,9
"572",118967,8,8,8,NA,6,62.15,9
"573",118991,10,10,10,"C'est toujours un plaisir de venir chez Botanic. j'y trouve tout ce que je veux. Le cadre est magnifique, le personnel répond bien à mes attentes",6,112.28,9
"574",119260,9,9,9,NA,18,20.04,9
"575",119325,10,10,10,NA,29,43.7,9
"576",119416,10,10,10,NA,3,205.19,9
"577",119719,10,10,10,NA,3,179.1,9
"578",120218,10,10,10,NA,31,36.05,9
"579",120421,9,9,9,NA,17,189.3,9
"580",120462,8,9,9,NA,10,66.8,9
"581",120752,10,9,10,NA,7,68.8,9
"582",120866,9,7,9,"C'est toujours agréable de venir faire des achats à Botanic.  Grande disponibilité et gentillesse du personnel.",7,102.14,9
"583",121135,6,6,7,NA,8,12.91,9
"584",121333,10,10,10,NA,14,100.29,9
"585",121715,6,7,6,NA,3,115.17,9
"586",122644,10,9,10,NA,6,32.56,9
"587",122700,9,9,10,"à qualité égale des plantes, les prix sont souvent plus élevés.",13,68.76,9
"588",122770,8,7,8,NA,5,124.37,9
"589",122990,10,10,10,NA,6,52.33,9
"590",123053,8,8,8,NA,7,42.1,9
"591",123116,9,8,9,NA,7,19.9,9
"592",123153,9,9,9,NA,13,81.35,8
"593",123178,10,9,10,NA,20,41.45,9
"594",123846,7,5,7,"Ne changez pas le contrat de fid‚li‚ en cours d'année....et puis jesuis surpris d'avoir à redonner mon adresse mail à chaque passage..sinon le magasin tip top ...",5,38.4,9
"595",123988,10,9,10,NA,20,9.27,9
"596",124152,10,9,10,NA,3,106.34,9
"597",124472,8,9,8,NA,2,107.31,9
"598",124557,10,10,10,"Baisse des prix si possible",5,66.24,9
"599",124596,8,7,8,"Vos prix sont élevés, ce qui me freine souvent pour acheter !!!!!!!!!!!!!!",9,115.07,9
"600",124629,8,6,10,"La plupart du temps difficile de trouver un vendeur pour un conseil averti",7,18.85,9
"601",124836,10,10,10,NA,7,59,9
"602",124849,9,8,10,NA,5,25.95,9
"603",125173,10,10,10,"Dommage que jedoive aller ailleurs pour avoir du ble bio pour mes poules 25 kg",3,45.39,9
"604",125417,9,9,9,NA,7,115.1,9
"605",125486,10,10,10,NA,3,149.75,9
"606",125807,8,6,9,"Dommage qu'il y ait moins de vaisselle qu'avant.",3,25.6,9
"607",126100,10,10,10,NA,8,35.84,10
"608",126190,10,8,10,NA,7,64.45,10
"609",126417,10,9,10,NA,7,11.15,9
"610",126739,10,8,10,NA,7,73,9
"611",126964,9,9,9,NA,15,50,9
"612",127012,8,8,10,"Trop d attente aux caisses!!!!!",9,60.4,9
"613",127336,7,9,10,NA,1,82.71,10
"614",127466,10,9,10,NA,8,78.91,9
"615",127694,8,8,8,"prix parfois trop ‚leve",8,23.8,9
"616",127706,10,10,10,NA,16,80.59,9
"617",127994,8,8,10,NA,7,16.45,9
"618",129826,10,10,10,"Les catalogues reçus par correspondance sans en avoir fait la demande (et sur papier glac‚) ne sont pas très écolo. Merci",7,21.66,9
"619",129935,10,10,10,"rien à signaler. Très bon accueil et conseil dans mon botanic proche de mon domicile",15,121.88,9
"620",130110,2,2,2,NA,1,44.04,9
"621",130608,8,8,9,NA,6,49.61,10
"622",130767,7,7,7,NA,2,117.8,9
"623",130893,10,10,10,"personnel très compétents et de bons conseils",6,31.08,9
"624",130936,9,9,9,NA,5,150.31,9
"625",130985,7,8,8,NA,9,12.4,10
"626",131109,10,10,10,NA,7,68.89,9
"627",131170,8,7,10,NA,4,25.84,9
"628",131613,10,10,10,NA,10,8.2,9
"629",131881,10,10,10,"Très satisfaite par la qualité des végétauxx , la compétence et l'amabilité du personnel .",25,9.95,10
"630",131972,9,7,9,NA,10,92.58,10
"631",132306,8,5,9,"jen'ai pas trouvé bon conseil pour un palissage de glycine",7,42.88,9
"632",132385,10,10,10,NA,5,13.9,9
"633",132770,5,3,4,NA,6,-1.55,9
"634",132862,10,10,10,"Les prix sont plus élevés qu'au marché mais le personnel est très aimable et compétant, ceci compense cela",5,19.9,10
"635",132986,10,9,10,"j'achète chaque année les pots en plastique dans lesquels se trouvent les plantes. Ne serait-il pas possible de les récupérer ?",29,33.87,9
"636",133395,8,7,8,NA,1,90.68,8
"637",133842,10,10,10,NA,8,50.9,10
"638",133859,8,8,9,NA,8,10.5,10
"639",133997,10,8,10,NA,1,151.49,10
"640",134359,10,10,10,NA,1,113.94,8
"641",134602,8,8,10,NA,7,55.8,9
"642",134745,9,9,9,NA,9,5.99,8
"643",134813,6,7,7,"Revoir vos prix à la baisse car par rapport à d'autres magasin du même type vous êtes plus cher !",6,156.36,9
"644",135291,10,9,10,"Le personnel est très aimable et atterif aux clients ! Merci !",4,24.27,10
"645",135533,9,8,9,NA,12,4.9,9
"646",135650,8,7,9,NA,16,88.64,10
"647",135658,10,9,10,NA,15,146.17,12
"648",135954,8,8,8,NA,2,25.45,8
"649",135968,9,9,9,NA,15,105.69,12
"650",136013,10,10,10,"prix un peu élevés par rapport aux enseignes ‚quivalentes",16,9.6,9
"651",136552,6,5,7,"Prix beaucoup plus ‚lèves qu'ailleurs! Un effort!",7,31.7,12
"652",136679,9,9,9,NA,15,48.07,13
"653",136690,10,10,10,NA,12,67.74,13
"654",136748,10,9,10,NA,11,25.3,9
"655",136822,7,7,7,NA,7,37.81,9
"656",136827,6,8,8,NA,11,69.65,13
"657",136836,8,7,8,NA,15,51.66,9
"658",137394,10,9,10,NA,5,28.2,9
"659",137676,10,10,10,NA,3,4.5,8
"660",138047,7,7,10,NA,9,53.44,9
"661",138158,9,9,10,NA,2,24.69,9
"662",138324,10,9,10,NA,25,5.88,9
"663",138773,10,8,10,NA,11,8.75,10
"664",138817,8,9,10,NA,2,36.6,8
"665",138880,9,9,10,NA,12,125.81,9
"666",139084,8,8,8,"les vendeurs au niveau des plantes/pot/accueil ou terreaux extérieurs ne sont pas particulièrement motiv‚s pour donner des renseignements :"" on leur court plutôt après"" ‚trange pour desd vendeurs",15,72.3,9
"667",139183,10,10,10,NA,12,15.78,9
"668",139393,8,8,8,"Plantes, matériaux et animaux de très bonne qualités, mais souvent plus cher par rapport à une autre enseigne",9,27.45,9
"669",139631,8,8,10,"Les prix sont souvent plus élevés que chez certain concurrents de la régions.",22,43.84,9
